Time,Driver,DriverNumber,LapTime,LapNumber,Stint,PitOutTime,PitInTime,Sector1Time,Sector2Time,Sector3Time,Sector1SessionTime,Sector2SessionTime,Sector3SessionTime,SpeedI1,SpeedI2,SpeedFL,SpeedST,IsPersonalBest,Compound,TyreLife,FreshTyre,Team,LapStartTime,LapStartDate,TrackStatus,Position,Deleted,DeletedReason,FastF1Generated,IsAccurate
0 days 02:14:19.036000,GAS,10,86.903,35.0,3.0,,,28.318,29.75,28.835,0 days 02:13:20.440000,0 days 02:13:50.190000,0 days 02:14:19.025000,304.0,304.0,303.0,311.0,False,MEDIUM,4.0,True,Alpine,0 days 02:12:52.133000,2023-09-03 14:13:53.178,1,18.0,False,,False,True
0 days 02:15:45.833000,GAS,10,86.797,36.0,3.0,,,28.373,29.719,28.705,0 days 02:14:47.398000,0 days 02:15:17.117000,0 days 02:15:45.822000,305.0,306.0,305.0,313.0,False,MEDIUM,5.0,True,Alpine,0 days 02:14:19.036000,2023-09-03 14:15:20.081,1,18.0,False,,False,True
0 days 02:17:12.332000,GAS,10,86.499,37.0,3.0,,,28.27,29.768,28.461,0 days 02:16:14.092000,0 days 02:16:43.860000,0 days 02:17:12.321000,,306.0,307.0,312.0,False,MEDIUM,6.0,True,Alpine,0 days 02:15:45.833000,2023-09-03 14:16:46.878,1,18.0,False,,False,True
0 days 02:18:38.689000,GAS,10,86.357,38.0,3.0,,,28.251,29.614,28.492,0 days 02:17:40.572000,0 days 02:18:10.186000,0 days 02:18:38.678000,307.0,307.0,306.0,314.0,True,MEDIUM,7.0,True,Alpine,0 days 02:17:12.332000,2023-09-03 14:18:13.377,1,18.0,False,,False,True
0 days 02:20:05.425000,GAS,10,86.736,39.0,3.0,,,28.411,29.667,28.658,0 days 02:19:07.089000,0 days 02:19:36.756000,0 days 02:20:05.414000,306.0,307.0,305.0,312.0,False,MEDIUM,8.0,True,Alpine,0 days 02:18:38.689000,2023-09-03 14:19:39.734,1,17.0,False,,False,True
0 days 02:21:31.973000,GAS,10,86.548,40.0,3.0,,,28.22,29.656,28.672,0 days 02:20:33.634000,0 days 02:21:03.290000,0 days 02:21:31.962000,,306.0,305.0,313.0,False,MEDIUM,9.0,True,Alpine,0 days 02:20:05.425000,2023-09-03 14:21:06.470,1,16.0,False,,False,True
0 days 02:22:58.319000,GAS,10,86.346,41.0,3.0,,,28.298,29.528,28.52,0 days 02:22:00.260000,0 days 02:22:29.788000,0 days 02:22:58.308000,,308.0,305.0,312.0,True,MEDIUM,10.0,True,Alpine,0 days 02:21:31.973000,2023-09-03 14:22:33.018,1,16.0,False,,False,True
0 days 02:24:24.744000,GAS,10,86.425,42.0,3.0,,,28.346,29.611,28.468,0 days 02:23:26.654000,0 days 02:23:56.265000,0 days 02:24:24.733000,308.0,308.0,305.0,313.0,False,MEDIUM,11.0,True,Alpine,0 days 02:22:58.319000,2023-09-03 14:23:59.364,1,16.0,False,,False,True
0 days 02:25:50.665000,GAS,10,85.921,43.0,3.0,,,28.119,29.491,28.311,0 days 02:24:52.852000,0 days 02:25:22.343000,0 days 02:25:50.654000,307.0,310.0,307.0,315.0,True,MEDIUM,12.0,True,Alpine,0 days 02:24:24.744000,2023-09-03 14:25:25.789,1,16.0,False,,False,True
0 days 02:27:16.423000,GAS,10,85.758,44.0,3.0,,,28.058,29.469,28.231,0 days 02:26:18.712000,0 days 02:26:48.181000,0 days 02:27:16.412000,310.0,310.0,307.0,316.0,True,MEDIUM,13.0,True,Alpine,0 days 02:25:50.665000,2023-09-03 14:26:51.710,1,16.0,False,,False,True
0 days 02:28:42.720000,GAS,10,86.297,45.0,3.0,,,28.079,29.77,28.448,0 days 02:27:44.491000,0 days 02:28:14.261000,0 days 02:28:42.709000,,310.0,307.0,,False,MEDIUM,14.0,True,Alpine,0 days 02:27:16.423000,2023-09-03 14:28:17.468,1,16.0,False,,False,True
0 days 02:30:09.012000,GAS,10,86.292,46.0,3.0,,,28.121,29.695,28.476,0 days 02:29:10.830000,0 days 02:29:40.525000,0 days 02:30:09.001000,311.0,310.0,307.0,314.0,False,MEDIUM,15.0,True,Alpine,0 days 02:28:42.720000,2023-09-03 14:29:43.765,1,16.0,False,,False,True
0 days 02:31:35.156000,GAS,10,86.144,47.0,3.0,,,27.984,29.639,28.521,0 days 02:30:36.985000,0 days 02:31:06.624000,0 days 02:31:35.145000,310.0,311.0,308.0,316.0,False,MEDIUM,16.0,True,Alpine,0 days 02:30:09.012000,2023-09-03 14:31:10.057,1,16.0,False,,False,True
0 days 02:33:01.444000,GAS,10,86.288,48.0,3.0,,,28.078,29.805,28.405,0 days 02:32:03.223000,0 days 02:32:33.028000,0 days 02:33:01.433000,311.0,311.0,309.0,317.0,False,MEDIUM,17.0,True,Alpine,0 days 02:31:35.156000,2023-09-03 14:32:36.201,1,16.0,False,,False,True
0 days 02:34:29.357000,GAS,10,87.913,49.0,3.0,,,28.05,30.784,29.079,0 days 02:33:29.483000,0 days 02:34:00.267000,0 days 02:34:29.346000,,325.0,311.0,322.0,False,MEDIUM,18.0,True,Alpine,0 days 02:33:01.444000,2023-09-03 14:34:02.489,1,16.0,False,,False,True
0 days 02:35:56.732000,GAS,10,87.375,50.0,3.0,,,28.252,30.016,29.107,0 days 02:34:57.598000,0 days 02:35:27.614000,0 days 02:35:56.721000,307.0,307.0,307.0,315.0,False,MEDIUM,19.0,True,Alpine,0 days 02:34:29.357000,2023-09-03 14:35:30.402,1,15.0,False,,False,True
0 days 01:23:51.702000,PER,11,89.806,1.0,1.0,,,,30.555,28.768,,0 days 01:23:23.022000,0 days 01:23:51.850000,329.0,313.0,308.0,298.0,False,MEDIUM,1.0,True,Red Bull Racing,0 days 01:22:21.726000,2023-09-03 13:23:22.771,1,6.0,False,,False,False
0 days 01:25:18.583000,PER,11,86.881,2.0,1.0,,,28.473,29.887,28.521,0 days 01:24:20.154000,0 days 01:24:50.041000,0 days 01:25:18.562000,311.0,312.0,306.0,301.0,True,MEDIUM,2.0,True,Red Bull Racing,0 days 01:23:51.702000,2023-09-03 13:24:52.747,1,5.0,False,,False,True
0 days 01:26:44.726000,PER,11,86.143,3.0,1.0,,,28.372,29.462,28.309,0 days 01:25:46.934000,0 days 01:26:16.396000,0 days 01:26:44.705000,312.0,326.0,308.0,308.0,True,MEDIUM,3.0,True,Red Bull Racing,0 days 01:25:18.583000,2023-09-03 13:26:19.628,1,5.0,False,,False,True
0 days 01:28:10.745000,PER,11,86.019,4.0,1.0,,,28.308,29.522,28.189,0 days 01:27:13.013000,0 days 01:27:42.535000,0 days 01:28:10.724000,313.0,335.0,310.0,,True,MEDIUM,4.0,True,Red Bull Racing,0 days 01:26:44.726000,2023-09-03 13:27:45.771,1,5.0,False,,False,True
0 days 01:29:37.099000,PER,11,86.354,5.0,1.0,,,28.33,29.673,28.351,0 days 01:28:39.054000,0 days 01:29:08.727000,0 days 01:29:37.078000,309.0,325.0,309.0,340.0,False,MEDIUM,5.0,True,Red Bull Racing,0 days 01:28:10.745000,2023-09-03 13:29:11.790,1,5.0,False,,False,True
0 days 01:31:03.564000,PER,11,86.465,6.0,1.0,,,28.327,29.863,28.275,0 days 01:30:05.405000,0 days 01:30:35.268000,0 days 01:31:03.543000,308.0,321.0,308.0,317.0,False,MEDIUM,6.0,True,Red Bull Racing,0 days 01:29:37.099000,2023-09-03 13:30:38.144,1,5.0,False,,False,True
0 days 01:32:29.897000,PER,11,86.333,7.0,1.0,,,28.288,29.798,28.247,0 days 01:31:31.831000,0 days 01:32:01.629000,0 days 01:32:29.876000,,322.0,310.0,319.0,False,MEDIUM,7.0,True,Red Bull Racing,0 days 01:31:03.564000,2023-09-03 13:32:04.609,1,5.0,False,,False,True
0 days 01:33:56.784000,PER,11,86.887,8.0,1.0,,,28.038,30.154,28.695,0 days 01:32:57.914000,0 days 01:33:28.068000,0 days 01:33:56.763000,314.0,324.0,305.0,340.0,False,MEDIUM,8.0,True,Red Bull Racing,0 days 01:32:29.897000,2023-09-03 13:33:30.942,1,5.0,False,,False,True
0 days 01:35:23.348000,PER,11,86.564,9.0,1.0,,,28.437,29.838,28.289,0 days 01:34:25.200000,0 days 01:34:55.038000,0 days 01:35:23.327000,309.0,319.0,308.0,313.0,False,MEDIUM,9.0,True,Red Bull Racing,0 days 01:33:56.784000,2023-09-03 13:34:57.829,1,5.0,False,,False,True
0 days 01:36:49.802000,PER,11,86.454,10.0,1.0,,,28.302,29.828,28.324,0 days 01:35:51.629000,0 days 01:36:21.457000,0 days 01:36:49.781000,312.0,334.0,310.0,315.0,False,MEDIUM,10.0,True,Red Bull Racing,0 days 01:35:23.348000,2023-09-03 13:36:24.393,1,5.0,False,,False,True
0 days 01:38:17.047000,PER,11,87.245,11.0,1.0,,,28.223,30.258,28.764,0 days 01:37:18.004000,0 days 01:37:48.262000,0 days 01:38:17.026000,325.0,324.0,309.0,349.0,False,MEDIUM,11.0,True,Red Bull Racing,0 days 01:36:49.802000,2023-09-03 13:37:50.847,1,5.0,False,,False,True
0 days 01:39:44.015000,PER,11,86.968,12.0,1.0,,,28.362,30.211,28.395,0 days 01:38:45.388000,0 days 01:39:15.599000,0 days 01:39:43.994000,309.0,320.0,311.0,345.0,False,MEDIUM,12.0,True,Red Bull Racing,0 days 01:38:17.047000,2023-09-03 13:39:18.092,1,5.0,False,,False,True
0 days 01:41:11.029000,PER,11,87.014,13.0,1.0,,,28.52,30.253,28.241,0 days 01:40:12.514000,0 days 01:40:42.767000,0 days 01:41:11.008000,308.0,319.0,310.0,316.0,False,MEDIUM,13.0,True,Red Bull Racing,0 days 01:39:44.015000,2023-09-03 13:40:45.060,1,5.0,False,,False,True
0 days 01:42:38.480000,PER,11,87.451,14.0,1.0,,,28.229,30.757,28.465,0 days 01:41:39.237000,0 days 01:42:09.994000,0 days 01:42:38.459000,296.0,322.0,309.0,350.0,False,MEDIUM,14.0,True,Red Bull Racing,0 days 01:41:11.029000,2023-09-03 13:42:12.074,1,5.0,True,TRACK LIMITS AT TURN 2 LAP 14 ,False,True
0 days 01:44:05.259000,PER,11,86.779,15.0,1.0,,,28.425,30.127,28.227,0 days 01:43:06.884000,0 days 01:43:37.011000,0 days 01:44:05.238000,312.0,322.0,311.0,307.0,False,MEDIUM,15.0,True,Red Bull Racing,0 days 01:42:38.480000,2023-09-03 13:43:39.525,1,5.0,False,,False,True
0 days 01:45:32.082000,PER,11,86.823,16.0,1.0,,,28.121,30.458,28.244,0 days 01:44:33.359000,0 days 01:45:03.817000,0 days 01:45:32.061000,322.0,306.0,305.0,341.0,False,MEDIUM,16.0,True,Red Bull Racing,0 days 01:44:05.259000,2023-09-03 13:45:06.304,1,4.0,False,,False,True
0 days 01:46:59.093000,PER,11,87.011,17.0,1.0,,,28.691,30.102,28.218,0 days 01:46:00.752000,0 days 01:46:30.854000,0 days 01:46:59.072000,312.0,310.0,307.0,299.0,False,MEDIUM,17.0,True,Red Bull Racing,0 days 01:45:32.082000,2023-09-03 13:46:33.127,1,4.0,False,,False,True
0 days 01:48:25.858000,PER,11,86.765,18.0,1.0,,,28.397,29.981,28.387,0 days 01:47:27.469000,0 days 01:47:57.450000,0 days 01:48:25.837000,314.0,312.0,306.0,314.0,False,MEDIUM,18.0,True,Red Bull Racing,0 days 01:46:59.093000,2023-09-03 13:48:00.138,1,4.0,False,,False,True
0 days 01:49:52.527000,PER,11,86.669,19.0,1.0,,,28.381,29.943,28.345,0 days 01:48:54.218000,0 days 01:49:24.161000,0 days 01:49:52.506000,,316.0,306.0,315.0,False,MEDIUM,19.0,True,Red Bull Racing,0 days 01:48:25.858000,2023-09-03 13:49:26.903,1,3.0,False,,False,True
0 days 01:51:19.036000,PER,11,86.509,20.0,1.0,,,28.174,29.896,28.439,0 days 01:50:20.680000,0 days 01:50:50.576000,0 days 01:51:19.015000,316.0,327.0,306.0,327.0,False,MEDIUM,20.0,True,Red Bull Racing,0 days 01:49:52.527000,2023-09-03 13:50:53.572,1,2.0,False,,False,True
0 days 01:52:49.970000,PER,11,90.934,21.0,1.0,,0 days 01:52:46.112000,28.368,30.014,32.552,0 days 01:51:47.383000,0 days 01:52:17.397000,0 days 01:52:49.949000,311.0,310.0,,320.0,False,MEDIUM,21.0,True,Red Bull Racing,0 days 01:51:19.036000,2023-09-03 13:52:20.081,1,1.0,False,,False,False
0 days 01:54:35.198000,PER,11,105.228,22.0,2.0,0 days 01:53:09.955000,,47.765,29.377,28.086,0 days 01:53:37.714000,0 days 01:54:07.091000,0 days 01:54:35.177000,315.0,328.0,309.0,281.0,False,HARD,1.0,True,Red Bull Racing,0 days 01:52:49.970000,2023-09-03 13:53:51.015,1,7.0,False,,False,False
0 days 01:56:00.762000,PER,11,85.564,23.0,2.0,,,28.146,29.392,28.026,0 days 01:55:03.323000,0 days 01:55:32.715000,0 days 01:56:00.741000,313.0,327.0,309.0,318.0,True,HARD,2.0,True,Red Bull Racing,0 days 01:54:35.198000,2023-09-03 13:55:36.243,1,6.0,False,,False,True
0 days 01:57:26.521000,PER,11,85.759,24.0,2.0,,,28.041,29.399,28.319,0 days 01:56:28.782000,0 days 01:56:58.181000,0 days 01:57:26.500000,315.0,336.0,313.0,330.0,False,HARD,3.0,True,Red Bull Racing,0 days 01:56:00.762000,2023-09-03 13:57:01.807,1,5.0,False,,False,True
0 days 01:58:52.526000,PER,11,86.005,25.0,2.0,,,28.403,29.587,28.015,0 days 01:57:54.903000,0 days 01:58:24.490000,0 days 01:58:52.505000,321.0,326.0,312.0,338.0,False,HARD,4.0,True,Red Bull Racing,0 days 01:57:26.521000,2023-09-03 13:58:27.566,1,5.0,False,,False,True
0 days 02:00:18.410000,PER,11,85.884,26.0,2.0,,,28.196,29.713,27.975,0 days 01:59:20.701000,0 days 01:59:50.414000,0 days 02:00:18.389000,313.0,327.0,311.0,344.0,False,HARD,5.0,True,Red Bull Racing,0 days 01:58:52.526000,2023-09-03 13:59:53.571,1,5.0,False,,False,True
0 days 02:01:44.866000,PER,11,86.456,27.0,2.0,,,28.286,29.542,28.628,0 days 02:00:46.675000,0 days 02:01:16.217000,0 days 02:01:44.845000,310.0,330.0,308.0,312.0,False,HARD,6.0,True,Red Bull Racing,0 days 02:00:18.410000,2023-09-03 14:01:19.455,1,4.0,False,,False,True
0 days 02:03:10.450000,PER,11,85.584,28.0,2.0,,,28.034,29.58,27.97,0 days 02:02:12.879000,0 days 02:02:42.459000,0 days 02:03:10.429000,312.0,327.0,310.0,325.0,False,HARD,7.0,True,Red Bull Racing,0 days 02:01:44.866000,2023-09-03 14:02:45.911,1,4.0,False,,False,True
0 days 02:04:36.056000,PER,11,85.606,29.0,2.0,,,28.122,29.489,27.995,0 days 02:03:38.551000,0 days 02:04:08.040000,0 days 02:04:36.035000,313.0,330.0,312.0,328.0,False,HARD,8.0,True,Red Bull Racing,0 days 02:03:10.450000,2023-09-03 14:04:11.495,1,4.0,False,,False,True
0 days 02:06:01.813000,PER,11,85.757,30.0,2.0,,,28.101,29.752,27.904,0 days 02:05:04.136000,0 days 02:05:33.888000,0 days 02:06:01.792000,314.0,324.0,313.0,354.0,False,HARD,9.0,True,Red Bull Racing,0 days 02:04:36.056000,2023-09-03 14:05:37.101,1,4.0,False,,False,True
0 days 02:07:28.228000,PER,11,86.415,31.0,2.0,,,27.825,30.328,28.262,0 days 02:06:29.617000,0 days 02:06:59.945000,0 days 02:07:28.207000,322.0,324.0,314.0,351.0,False,HARD,10.0,True,Red Bull Racing,0 days 02:06:01.813000,2023-09-03 14:07:02.858,1,4.0,False,,False,True
0 days 02:08:54.108000,PER,11,85.88,32.0,2.0,,,28.166,29.868,27.846,0 days 02:07:56.373000,0 days 02:08:26.241000,0 days 02:08:54.087000,308.0,308.0,309.0,331.0,False,HARD,11.0,True,Red Bull Racing,0 days 02:07:28.228000,2023-09-03 14:08:29.273,1,3.0,False,,False,True
0 days 02:10:20.128000,PER,11,86.02,33.0,2.0,,,28.422,29.703,27.895,0 days 02:09:22.509000,0 days 02:09:52.212000,0 days 02:10:20.107000,310.0,309.0,309.0,306.0,False,HARD,12.0,True,Red Bull Racing,0 days 02:08:54.108000,2023-09-03 14:09:55.153,1,3.0,False,,False,True
0 days 02:11:46.076000,PER,11,85.948,34.0,2.0,,,28.323,29.676,27.949,0 days 02:10:48.430000,0 days 02:11:18.106000,0 days 02:11:46.055000,309.0,314.0,309.0,308.0,False,HARD,13.0,True,Red Bull Racing,0 days 02:10:20.128000,2023-09-03 14:11:21.173,1,3.0,False,,False,True
0 days 02:13:11.727000,PER,11,85.651,35.0,2.0,,,28.18,29.513,27.958,0 days 02:12:14.235000,0 days 02:12:43.748000,0 days 02:13:11.706000,314.0,314.0,309.0,313.0,False,HARD,14.0,True,Red Bull Racing,0 days 02:11:46.076000,2023-09-03 14:12:47.121,1,3.0,False,,False,True
0 days 02:14:37.354000,PER,11,85.627,36.0,2.0,,,28.192,29.54,27.895,0 days 02:13:39.898000,0 days 02:14:09.438000,0 days 02:14:37.333000,313.0,314.0,309.0,318.0,False,HARD,15.0,True,Red Bull Racing,0 days 02:13:11.727000,2023-09-03 14:14:12.772,1,3.0,False,,False,True
0 days 02:16:03.111000,PER,11,85.757,37.0,2.0,,,28.168,29.619,27.97,0 days 02:15:05.501000,0 days 02:15:35.120000,0 days 02:16:03.090000,315.0,314.0,311.0,316.0,False,HARD,16.0,True,Red Bull Racing,0 days 02:14:37.354000,2023-09-03 14:15:38.399,1,3.0,False,,False,True
0 days 02:17:28.695000,PER,11,85.584,38.0,2.0,,,28.047,29.518,28.019,0 days 02:16:31.137000,0 days 02:17:00.655000,0 days 02:17:28.674000,316.0,315.0,312.0,,False,HARD,17.0,True,Red Bull Racing,0 days 02:16:03.111000,2023-09-03 14:17:04.156,1,3.0,False,,False,True
0 days 02:18:54.217000,PER,11,85.522,39.0,2.0,,,28.005,29.53,27.987,0 days 02:17:56.679000,0 days 02:18:26.209000,0 days 02:18:54.196000,326.0,316.0,312.0,320.0,True,HARD,18.0,True,Red Bull Racing,0 days 02:17:28.695000,2023-09-03 14:18:29.740,1,3.0,False,,False,True
0 days 02:20:19.843000,PER,11,85.626,40.0,2.0,,,28.096,29.591,27.939,0 days 02:19:22.292000,0 days 02:19:51.883000,0 days 02:20:19.822000,314.0,330.0,313.0,323.0,False,HARD,19.0,True,Red Bull Racing,0 days 02:18:54.217000,2023-09-03 14:19:55.262,1,3.0,False,,False,True
0 days 02:21:46.562000,PER,11,86.719,41.0,2.0,,,28.078,30.539,28.102,0 days 02:20:47.900000,0 days 02:21:18.439000,0 days 02:21:46.541000,330.0,324.0,314.0,347.0,False,HARD,20.0,True,Red Bull Racing,0 days 02:20:19.843000,2023-09-03 14:21:20.888,1,3.0,False,,False,True
0 days 02:23:13.101000,PER,11,86.539,42.0,2.0,,,28.121,30.276,28.142,0 days 02:22:14.662000,0 days 02:22:44.938000,0 days 02:23:13.080000,322.0,326.0,312.0,329.0,False,HARD,21.0,True,Red Bull Racing,0 days 02:21:46.562000,2023-09-03 14:22:47.607,1,3.0,False,,False,True
0 days 02:24:39.725000,PER,11,86.624,43.0,2.0,,,28.249,30.205,28.17,0 days 02:23:41.329000,0 days 02:24:11.534000,0 days 02:24:39.704000,316.0,326.0,311.0,320.0,False,HARD,22.0,True,Red Bull Racing,0 days 02:23:13.101000,2023-09-03 14:24:14.146,1,3.0,True,TRACK LIMITS AT TURN 2 LAP 43 ,False,True
0 days 02:26:06.054000,PER,11,86.329,44.0,2.0,,,28.396,29.943,27.99,0 days 02:25:08.100000,0 days 02:25:38.043000,0 days 02:26:06.033000,314.0,325.0,314.0,316.0,False,HARD,23.0,True,Red Bull Racing,0 days 02:24:39.725000,2023-09-03 14:25:40.770,1,3.0,False,,False,True
0 days 02:27:32.627000,PER,11,86.573,45.0,2.0,,,28.094,30.365,28.114,0 days 02:26:34.127000,0 days 02:27:04.492000,0 days 02:27:32.606000,298.0,326.0,316.0,348.0,False,HARD,24.0,True,Red Bull Racing,0 days 02:26:06.054000,2023-09-03 14:27:07.099,1,3.0,True,TRACK LIMITS AT TURN 2 LAP 45 ,False,True
0 days 02:28:58.225000,PER,11,85.598,46.0,2.0,,,27.932,29.663,28.003,0 days 02:28:00.538000,0 days 02:28:30.201000,0 days 02:28:58.204000,316.0,315.0,311.0,340.0,False,HARD,25.0,True,Red Bull Racing,0 days 02:27:32.627000,2023-09-03 14:28:33.672,1,2.0,False,,False,True
0 days 02:30:24.701000,PER,11,86.476,47.0,2.0,,,28.289,29.768,28.419,0 days 02:29:26.493000,0 days 02:29:56.261000,0 days 02:30:24.680000,315.0,315.0,310.0,314.0,False,HARD,26.0,True,Red Bull Racing,0 days 02:28:58.225000,2023-09-03 14:29:59.270,1,2.0,False,,False,True
0 days 02:31:50.809000,PER,11,86.108,48.0,2.0,,,28.253,29.659,28.196,0 days 02:30:52.933000,0 days 02:31:22.592000,0 days 02:31:50.788000,316.0,316.0,310.0,317.0,False,HARD,27.0,True,Red Bull Racing,0 days 02:30:24.701000,2023-09-03 14:31:25.746,1,2.0,False,,False,True
0 days 02:33:16.815000,PER,11,86.006,49.0,2.0,,,28.272,29.563,28.171,0 days 02:32:19.060000,0 days 02:32:48.623000,0 days 02:33:16.794000,314.0,315.0,310.0,312.0,False,HARD,28.0,True,Red Bull Racing,0 days 02:31:50.809000,2023-09-03 14:32:51.854,1,2.0,False,,False,True
0 days 02:34:43.200000,PER,11,86.385,50.0,2.0,,,28.257,29.905,28.223,0 days 02:33:45.051000,0 days 02:34:14.956000,0 days 02:34:43.179000,315.0,314.0,310.0,315.0,False,HARD,29.0,True,Red Bull Racing,0 days 02:33:16.815000,2023-09-03 14:34:17.860,1,2.0,False,,False,True
0 days 02:36:09.103000,PER,11,85.903,51.0,2.0,,,28.247,29.516,28.14,0 days 02:35:11.426000,0 days 02:35:40.942000,0 days 02:36:09.082000,316.0,315.0,311.0,311.0,False,HARD,30.0,True,Red Bull Racing,0 days 02:34:43.200000,2023-09-03 14:35:44.245,1,2.0,False,,False,True
0 days 01:23:55.236000,ALO,14,93.34,1.0,1.0,,,,32.049,29.284,,0 days 01:23:25.975000,0 days 01:23:55.334000,326.0,310.0,307.0,258.0,False,MEDIUM,1.0,True,Aston Martin,0 days 01:22:21.726000,2023-09-03 13:23:22.771,1,12.0,False,,False,False
0 days 01:25:23.248000,ALO,14,88.012,2.0,1.0,,,28.525,30.38,29.107,0 days 01:24:23.748000,0 days 01:24:54.128000,0 days 01:25:23.235000,311.0,311.0,308.0,316.0,True,MEDIUM,2.0,True,Aston Martin,0 days 01:23:55.236000,2023-09-03 13:24:56.281,1,11.0,False,,False,True
0 days 01:26:50.794000,ALO,14,87.546,3.0,1.0,,,28.514,30.136,28.896,0 days 01:25:51.749000,0 days 01:26:21.885000,0 days 01:26:50.781000,,328.0,308.0,312.0,False,MEDIUM,3.0,True,Aston Martin,0 days 01:25:23.248000,2023-09-03 13:26:24.293,1,11.0,True,TRACK LIMITS AT TURN 10 LAP 3 ,False,True
0 days 01:28:18.015000,ALO,14,87.221,4.0,1.0,,,28.2,30.095,28.926,0 days 01:27:18.981000,0 days 01:27:49.076000,0 days 01:28:18.002000,315.0,329.0,309.0,325.0,True,MEDIUM,4.0,True,Aston Martin,0 days 01:26:50.794000,2023-09-03 13:27:51.839,1,11.0,False,,False,True
0 days 01:29:45.048000,ALO,14,87.033,5.0,1.0,,,28.03,30.158,28.845,0 days 01:28:46.032000,0 days 01:29:16.190000,0 days 01:29:45.035000,317.0,329.0,309.0,339.0,True,MEDIUM,5.0,True,Aston Martin,0 days 01:28:18.015000,2023-09-03 13:29:19.060,1,11.0,False,,False,True
0 days 01:31:12.223000,ALO,14,87.175,6.0,1.0,,,28.048,30.18,28.947,0 days 01:30:13.083000,0 days 01:30:43.263000,0 days 01:31:12.210000,318.0,326.0,309.0,334.0,False,MEDIUM,6.0,True,Aston Martin,0 days 01:29:45.048000,2023-09-03 13:30:46.093,1,11.0,False,,False,True
0 days 01:32:39.152000,ALO,14,86.929,7.0,1.0,,,28.135,29.944,28.85,0 days 01:31:40.345000,0 days 01:32:10.289000,0 days 01:32:39.139000,317.0,328.0,311.0,326.0,True,MEDIUM,7.0,True,Aston Martin,0 days 01:31:12.223000,2023-09-03 13:32:13.268,1,11.0,False,,False,True
0 days 01:34:06.095000,ALO,14,86.943,8.0,1.0,,,27.89,30.205,28.848,0 days 01:33:07.029000,0 days 01:33:37.234000,0 days 01:34:06.082000,313.0,312.0,306.0,351.0,False,MEDIUM,8.0,True,Aston Martin,0 days 01:32:39.152000,2023-09-03 13:33:40.197,1,10.0,False,,False,True
0 days 01:35:33.478000,ALO,14,87.383,9.0,1.0,,,28.364,30.033,28.986,0 days 01:34:34.446000,0 days 01:35:04.479000,0 days 01:35:33.465000,,311.0,306.0,317.0,False,MEDIUM,9.0,True,Aston Martin,0 days 01:34:06.095000,2023-09-03 13:35:07.140,1,10.0,False,,False,True
0 days 01:37:00.846000,ALO,14,87.368,10.0,1.0,,,28.289,30.065,29.014,0 days 01:36:01.754000,0 days 01:36:31.819000,0 days 01:37:00.833000,315.0,312.0,307.0,323.0,False,MEDIUM,10.0,True,Aston Martin,0 days 01:35:33.478000,2023-09-03 13:36:34.523,1,10.0,False,,False,True
0 days 01:38:28.189000,ALO,14,87.343,11.0,1.0,,,28.23,30.106,29.007,0 days 01:37:29.063000,0 days 01:37:59.169000,0 days 01:38:28.176000,317.0,314.0,307.0,316.0,False,MEDIUM,11.0,True,Aston Martin,0 days 01:37:00.846000,2023-09-03 13:38:01.891,1,10.0,False,,False,True
0 days 01:39:55.528000,ALO,14,87.339,12.0,1.0,,,28.344,30.153,28.842,0 days 01:38:56.520000,0 days 01:39:26.673000,0 days 01:39:55.515000,314.0,314.0,306.0,314.0,False,MEDIUM,12.0,True,Aston Martin,0 days 01:38:28.189000,2023-09-03 13:39:29.234,1,10.0,False,,False,True
0 days 01:41:22.686000,ALO,14,87.158,13.0,1.0,,,28.219,30.16,28.779,0 days 01:40:23.734000,0 days 01:40:53.894000,0 days 01:41:22.673000,,314.0,307.0,321.0,False,MEDIUM,13.0,True,Aston Martin,0 days 01:39:55.528000,2023-09-03 13:40:56.573,1,10.0,False,,False,True
0 days 01:42:50.293000,ALO,14,87.607,14.0,1.0,,,28.743,30.141,28.723,0 days 01:41:51.416000,0 days 01:42:21.557000,0 days 01:42:50.280000,315.0,312.0,307.0,323.0,False,MEDIUM,14.0,True,Aston Martin,0 days 01:41:22.686000,2023-09-03 13:42:23.731,1,10.0,False,,False,True
0 days 01:44:17.222000,ALO,14,86.929,15.0,1.0,,,28.12,30.043,28.766,0 days 01:43:18.400000,0 days 01:43:48.443000,0 days 01:44:17.209000,318.0,316.0,306.0,325.0,False,MEDIUM,15.0,True,Aston Martin,0 days 01:42:50.293000,2023-09-03 13:43:51.338,1,10.0,False,,False,True
0 days 01:45:44.386000,ALO,14,87.164,16.0,1.0,,,28.235,30.255,28.674,0 days 01:44:45.444000,0 days 01:45:15.699000,0 days 01:45:44.373000,316.0,312.0,308.0,323.0,False,MEDIUM,16.0,True,Aston Martin,0 days 01:44:17.222000,2023-09-03 13:45:18.267,1,9.0,False,,False,True
